file_name,article_title,journal,journal_group,publication_date,year,doi,article_url,peer_review_file_url,article_type,field_relevance_level,relevance_reason,matched_keywords,subfield_tags,download_status,file_size_bytes,sha256,notes
2024_nature_s41586-024-07353-9_peer_review.pdf,Porous isoreticular non-metal organic frameworks,Nature,Nature,2024-05-22,2024,10.1038/s41586-024-07353-9,https://www.nature.com/articles/s41586-024-07353-9,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07353-9/MediaObjects/41586_2024_7353_MOESM3_ESM.pdf,Article,high_core,"Reports a class of porous non-metal organic frameworks; materials identity, porosity, structure, and adsorption/performance evidence are central.",porous framework; non-metal organic frameworks; isoreticular; materials design; porosity,porous frameworks; organic frameworks; adsorption; framework materials,downloaded,747126,93c1fde23fb84cbf61a3951966fd540f52fa1459b50cf173b069b19659459174,Incremental v0.2 core-journal supplement; downloaded from an explicitly labelled peer-review/transparent peer-review file link on the article page.
2024_nature_s41586-024-07438-5_peer_review.pdf,Van der Waals polarity-engineered 3D integration of 2D complementary logic,Nature,Nature,2024-05-29,2024,10.1038/s41586-024-07438-5,https://www.nature.com/articles/s41586-024-07438-5,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07438-5/MediaObjects/41586_2024_7438_MOESM2_ESM.pdf,Article,high_core,2D materials integration and van der Waals polarity engineering form the central materials/device evidence chain.,2D materials; van der Waals; polarity engineering; electronic materials; complementary logic,2D materials; electronic materials; van der Waals integration; devices,downloaded,4689947,090de18fcdf34022e61fba392edbeffb2e0cc0bb0d43688e1128a58a69237d7b,Incremental v0.2 core-journal supplement; downloaded from an explicitly labelled peer-review/transparent peer-review file link on the article page.
2024_nature_s41586-024-07483-0_peer_review.pdf,Early stages of covalent organic framework formation imaged in operando,Nature,Nature,2024-06-05,2024,10.1038/s41586-024-07483-0,https://www.nature.com/articles/s41586-024-07483-0,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07483-0/MediaObjects/41586_2024_7483_MOESM2_ESM.pdf,Article,high_core,"Direct operando imaging of covalent organic framework formation; central evidence chain is materials synthesis, crystallization, and structure formation.",covalent organic framework; COF; operando imaging; porous materials; materials synthesis,COF; porous materials; operando characterization; crystallization,downloaded,9801875,95b36d0cee3fbb490a250dbae1aa765a13749ceb10012abb696d3406e4caf26a,Incremental v0.2 core-journal supplement; downloaded from an explicitly labelled peer-review/transparent peer-review file link on the article page.
2024_nature_s41586-024-07683-8_peer_review.pdf,A holistic platform for accelerating sorbent-based carbon capture,Nature,Nature,2024-07-17,2024,10.1038/s41586-024-07683-8,https://www.nature.com/articles/s41586-024-07683-8,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07683-8/MediaObjects/41586_2024_7683_MOESM2_ESM.pdf,Article,high_core,"Materials platform for sorbent discovery and carbon capture; core claims depend on porous/functional materials design, characterization, and performance validation.",sorbent; carbon capture; porous materials; functional materials; adsorption; materials platform,porous materials; sorbents; carbon capture; functional materials,downloaded,888790,09d15cea34ecff5fe3878b10c126ffb1a2a549595e62991b54a90438c056787d,Incremental v0.2 core-journal supplement; downloaded from an explicitly labelled peer-review/transparent peer-review file link on the article page.
2025_nature_s41586-025-08628-5_peer_review.pdf,A generative model for inorganic materials design,Nature,Nature,2025-01-16,2025,10.1038/s41586-025-08628-5,https://www.nature.com/articles/s41586-025-08628-5,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-025-08628-5/MediaObjects/41586_2025_8628_MOESM2_ESM.pdf,Article,high_core,The paper is centered on inorganic materials design and evaluates a generative model for crystal structures and target material properties.,materials design; inorganic materials; generative model; diffusion model; DFT; Materials Project; crystal structure,computational materials; inorganic materials; materials discovery; machine learning,downloaded,895567,50d6e735412cade5577f696f9fe4a80deccaf34df33254aa8689e571bb6f41bd,Downloaded from explicitly labelled peer-review link on Nature/Nature Portfolio article page; not ordinary supplementary information.
2025_nature_s41586-024-08530-6_peer_review.pdf,Spontaneous ordering of identical materials into a triboelectric series,Nature,Nature,2025-02-19,2025,10.1038/s41586-024-08530-6,https://www.nature.com/articles/s41586-024-08530-6,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-08530-6/MediaObjects/41586_2024_8530_MOESM2_ESM.pdf,Article,high_core,"The article studies material contact history, surface-sensitive measurements and triboelectric behavior as the main scientific claim.",materials; triboelectric; surface; roughness; mechanical contact; charge transfer,surface materials; triboelectric materials; materials physics,downloaded,667076,171c201ecc1ea8046a19f81368f5cc87133bf91937455944539d25833f8e1999,Downloaded from explicitly labelled peer-review link on Nature/Nature Portfolio article page; not ordinary supplementary information.
2025_nature_s41586-025-09184-8_peer_review.pdf,Mapping the chemical complexity of plastics,Nature,Nature,2025-07-09,2025,10.1038/s41586-025-09184-8,https://www.nature.com/articles/s41586-025-09184-8,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-025-09184-8/MediaObjects/41586_2025_9184_MOESM2_ESM.pdf,Article,medium_high_related,The paper is not a traditional materials-synthesis study but uses plastics as the core material system and maps their chemical inventory and hazard-relevant complexity.,plastics; chemical complexity; polymer; materials inventory; additives; hazards,polymer materials; plastics; materials-environment interface,downloaded,221816,29f8323ee958039d7b520400df30af71005279987b1a9872774bc55ca5eaf3d1,Downloaded from explicitly labelled peer-review link on Nature/Nature Portfolio article page; not ordinary supplementary information.
2025_nature_s41586-025-09269-4_peer_review.pdf,Data-driven de novo design of super-adhesive hydrogels,Nature,Nature,2025-07-16,2025,10.1038/s41586-025-09269-4,https://www.nature.com/articles/s41586-025-09269-4,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-025-09269-4/MediaObjects/41586_2025_9269_MOESM4_ESM.pdf,Article,high_core,The paper develops and experimentally validates adhesive hydrogel materials using data-driven design and materials characterization.,hydrogel; adhesive materials; data-driven design; machine learning; soft materials; polymer,soft materials; hydrogels; materials informatics,downloaded,4166083,db87904ba6b43ca508e499ec31df717b7412b7972d3f17b5860204167b875a3f,Downloaded from explicitly labelled peer-review link on Nature/Nature Portfolio article page; not ordinary supplementary information.
2025_nature_s41586-025-09436-7_peer_review.pdf,Adaptive and context-aware volumetric printing,Nature,Nature,2025-09-03,2025,10.1038/s41586-025-09436-7,https://www.nature.com/articles/s41586-025-09436-7,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-025-09436-7/MediaObjects/41586_2025_9436_MOESM4_ESM.pdf,Article,high_core,Advanced volumetric printing method with materials processing and manufacturing validation as the core contribution.,volumetric printing; 3D printing; additive manufacturing; materials processing; adaptive printing,additive manufacturing; materials processing; fabrication,downloaded,2483316,440c31aee9c7bb3afad45b3040d371a61eb9c61f8f797f1247af4e11006df5b5,Incremental v0.2 core-journal supplement; downloaded from an explicitly labelled peer-review/transparent peer-review file link on the article page.
2026_nature_s41586-026-10669-3_peer_review.pdf,Bottom-up synthesis of molecular nanodiamond from nanographene,Nature,Nature,2026-05-26,2026,10.1038/s41586-026-10669-3,https://www.nature.com/articles/s41586-026-10669-3,https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-026-10669-3/MediaObjects/41586_2026_10669_MOESM5_ESM.pdf,Article,high_core,"The main finding is a bottom-up synthesis route for molecular nanodiamond from nanographene, with structural characterization central to the claim.",nanodiamond; nanographene; bottom-up synthesis; carbon materials; high-pressure; structural characterization,carbon materials; nanomaterials; synthesis,downloaded,4371954,d3d2278be5bdb7a701a0e37d059ec6f92e6fdd34a45fcfcb3b0db7b4e175ccb7,Downloaded from explicitly labelled peer-review link on Nature/Nature Portfolio article page; not ordinary supplementary information.
